"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 20","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3"
"star-fill","star-fill","star-fill","50% OFF up to 100","56 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Continental, Italian, Burger, Salad, Healthy Food, Shake","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","42 min","","Chinese, Asian, Seafood, Thai, Beverages, Sichuan","","₹150 for one","","450+ orders placed from here recently","Woodside Inn","3.8","The Dragon House","4.1","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","32 min","J.B. Dynasty & Malwani Kalwan","4.2","Chinese, Thai, Sichuan","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","775+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/woodside-inn-oshiwara/order","https://www.zomato.com/mumbai/the-dragon-house-malad-west/order","https://www.zomato.com/mumbai/j-b-dynasty-malwani-kalwan-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","16 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Bakery, Fast Food","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","64 min","","Japanese, Asian, Sushi","","₹150 for one","","675+ orders placed from here recently","Lalit Bakery","3.7","You Mee","3.8","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","71 min","Mother's Touch Kathiyawadi","3.5","Gujarati, North Indian","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/lalit-bakery-kandivali-west/order","https://www.zomato.com/mumbai/you-mee-oshiwara/order","https://www.zomato.com/mumbai/mothers-touch-kathiyawadi-malad-west/order"
"star-fill","","star-fill","50% OFF up to 100","33 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Beverages, Ice Cream, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","49 min","","Bakery, Desserts","","₹150 for one","","Restaurant partner follows WHO protocol","Lassi & Falooda Co","4.0","Chef Chocola","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","40 min","Samarth Sagar Pure Veg","4.1","North Indian, Chinese, Biryani, Sandwich, Fast Food, Street Food, Modern Indian, Beverages","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/lassi-falooda-co-malad-west/order","https://www.zomato.com/mumbai/chef-chocola-1-goregaon-west/order","https://www.zomato.com/mumbai/samarth-sagar-pure-veg-malad-east/order"
"star-fill","","star-fill","50% OFF up to 100","37 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Chinese, Pizza, Pasta, Thai, Fast Food, Wraps, Continental, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","51 min","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Chinese, Mughlai, Biryani, Beverages, Desserts, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","225+ orders placed from here recently","San Marzano - Fusion Global Cuisine","3.4","Jumeirah Darbar","","Follows all Max Safety measures to ensure your food is safe","225+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","61 min","Seagull Family Resto Bar","3.8","North Indian, Chinese, Mughlai, Malwani, Sichuan","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","425+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/san-marzano-fusion-global-cuisine-kandivali-west/order","https://www.zomato.com/mumbai/jumeirah-darbar-goregaon-west/order","https://www.zomato.com/mumbai/seagull-family-resto-bar-goregaon-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","45 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Chinese, Asian, Thai, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","38 min","","North Indian, Chinese, Kebab, Seafood, Biryani, Mughlai","","₹250 for one","","75+ orders placed from here recently","Discovery Restaurant","4.0","Al's Kitchen & Grill","4.1","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","86 min","Supreme Spice - Celebration Club","3.9","North Indian, Mughlai, Kebab, Continental, Seafood, Chinese, Desserts, Beverages","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","175+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/discovery-restaurant-goregaon-west/order","https://www.zomato.com/mumbai/als-kitchen-grill-1-malad-west/order","https://www.zomato.com/mumbai/supreme-spice-celebration-club-andheri-lokhandwala/order"
"star-fill","star-fill","","50% OFF up to 100","60 min","star-fill","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Rajasthani, North Indian","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","37 min","","Fast Food, Street Food, Pizza, Burger, Sandwich, Beverages","","₹250 for one","","100+ orders placed from here recently","Maa Laads Kitchen","3.8","The Bombay Stories","4.6","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","50 min","Little Loco Pops","","Ice Cream, Desserts","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","","","","","","","","https://www.zomato.com/mumbai/maa-laads-kitchen-malad-west/order","https://www.zomato.com/mumbai/the-bombay-stories-malad-west/order","https://www.zomato.com/mumbai/little-loco-pops-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","37 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Chinese, Street Food, Fast Food, Biryani, Maharashtrian, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","46 min","","Beverages, Juices, Shake","","₹250 for one","","75+ orders placed from here recently","Celebrations By Kilo","3.9","Has Juices & More","4.1","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","34 min","Ice Cream Cake Factory","3.3","Ice Cream, Desserts","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/celebrations-by-kilo-malad-east/order","https://www.zomato.com/mumbai/has-juices-more-1-malad-west/order","https://www.zomato.com/mumbai/ice-cream-cake-factory-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Cafe, Coffee, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","","150+ orders placed from here recently","","Restaurant partner follows WHO protocol","","150+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","51 min","","Paan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Barista Coffee","3.8","Yamu's Panchayat","4.6","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","50 min","Butterfly House -  Bakes Blooms","3.7","Bakery, Desserts","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","150+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/barista-coffee-malad-west/order","https://www.zomato.com/mumbai/yamus-panchayat-1-andheri-lokhandwala/order","https://www.zomato.com/mumbai/butterfly-house-bakes-blooms-goregaon-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","38 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Bakery, Desserts, Fast Food","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","32 min","","South Indian, Chinese, Street Food, Sichuan","","₹200 for one","","200+ orders placed from here recently","Choclato","4.0","Cafe Mysore","4.1","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","29 min","6th Street Yogurt","4.0","Desserts, Beverages","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/choclato-dahisar-west/order","https://www.zomato.com/mumbai/cafe-mysore-1-kandivali-west/order","https://www.zomato.com/mumbai/6th-street-yogurt-1-malad-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","25 min","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","60 min","","Burger, Mexican, BBQ, Fast Food, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","","Follows all Max Safety measures to ensure your food is safe","GLOBO Ice Creams Of The World","4.1","Big Mouth Burger & Burrito","4.3","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","45 min","Curry Mantra","3.9","Mangalorean, South Indian, Biryani, Chinese, Seafood, North Indian, Fast Food, Desserts","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1275+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/globo-ice-creams-of-the-world-kandivali-west/order","https://www.zomato.com/mumbai/big-mouth-burger-burrito-oshiwara/order","https://www.zomato.com/mumbai/curry-mantra-dahisar-east/order"
